"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2","D4-TYPE-PROP.06","","Mon Nov 04 19:22:31 GMT 2024","passed","Mon Nov 04 19:22:31 GMT 2024","","QUICK","QUICK",""
"","7000","hyperon-mettalog_sanity.xor_test","","Mon Nov 04 19:02:54 GMT 2024","passed","Mon Nov 04 19:03:01 GMT 2024","","WHOLE-TESTS","WHOLE-TESTS",""
"","3","MINIMAL-METTA-TESTS.42","","Mon Nov 04 19:10:59 GMT 2024","passed","Mon Nov 04 19:10:59 GMT 2024","","HYPERON-METTALOG-SANITY","HYPERON-METTALOG-SANITY",""
"","2","STRING-TESTS.12","","Mon Nov 04 19:10:59 GMT 2024","passed","Mon Nov 04 19:10:59 GMT 2024","","HYPERON-METTALOG-SANITY","HYPERON-METTALOG-SANITY",""
"","1","MINIMAL-METTA-TESTS.04","","Mon Nov 04 19:10:59 GMT 2024","passed","Mon Nov 04 19:10:59 GMT 2024","","HYPERON-METTALOG-SANITY","HYPERON-METTALOG-SANITY",""
"","3","E2-STATES.10","","Mon Nov 04 19:08:03 GMT 2024","passed","Mon Nov 04 19:08:03 GMT 2024","","HYPERON-EXPERIMENTAL-SCRIPTS","HYPERON-EXPERIMENTAL-SCRIPTS",""
"","5","OR-TEST.11","","Mon Nov 04 19:10:59 GMT 2024","passed","Mon Nov 04 19:10:59 GMT 2024","","HYPERON-METTALOG-SANITY","HYPERON-METTALOG-SANITY",""
"","2","LIMIT-TESTS.08","","Mon Nov 04 19:10:59 GMT 2024","passed","Mon Nov 04 19:10:59 GMT 2024","","HYPERON-METTALOG-SANITY","HYPERON-METTALOG-SANITY",""
"","8000","hyperon-mettalog_sanity.intersection_tests","","Mon Nov 04 19:02:54 GMT 2024","passed","Mon Nov 04 19:03:02 GMT 2024","","WHOLE-TESTS","WHOLE-TESTS",""
"","2","F1-IMPORTS.14","","Mon Nov 04 19:08:03 GMT 2024","passed","Mon Nov 04 19:08:03 GMT 2024","","HYPERON-EXPERIMENTAL-SCRIPTS","HYPERON-EXPERIMENTAL-SCRIPTS",""
"","3","D1-GADT.01","","Mon Nov 04 19:22:31 GMT 2024","passed","Mon Nov 04 19:22:31 GMT 2024","","QUICK","QUICK",""
"","3","SPACE-SUBTRACTION-TESTS.04","","Mon Nov 04 19:10:59 GMT 2024","passed","Mon Nov 04 19:10:59 GMT 2024","","HYPERON-METTALOG-SANITY","HYPERON-METTALOG-SANITY",""
"","1","D2-HIGHERFUNC.08","","Mon Nov 04 19:08:03 GMT 2024","passed","Mon Nov 04 19:08:03 GMT 2024","","HYPERON-EXPERIMENTAL-SCRIPTS","HYPERON-EXPERIMENTAL-SCRIPTS",""
"","2","TEST-IF-CLOSED.04","","Mon Nov 04 19:03:01 GMT 2024","passed","Mon Nov 04 19:03:01 GMT 2024","","ANTI-REGRESSION","ANTI-REGRESSION",""
"","2","B2-BACKCHAIN.05","","Mon Nov 04 19:08:03 GMT 2024","passed","Mon Nov 04 19:08:03 GMT 2024","","HYPERON-EXPERIMENTAL-SCRIPTS","HYPERON-EXPERIMENTAL-SCRIPTS",""
"","1","C1-GROUNDED-BASIC.10","","Mon Nov 04 19:08:03 GMT 2024","passed","Mon Nov 04 19:08:03 GMT 2024","","HYPERON-EXPERIMENTAL-SCRIPTS","HYPERON-EXPERIMENTAL-SCRIPTS",""
